,Geneid,Chr,Start,End,Strand,Length,counts,Family,log_2FC,desc
0,Tb927.1.05,Tb927_01_v5.1,381,1961,-,1581,1.0108070248471333,,0.015507595787198725,variant surface glycoprotein (VSG)  putative
1,Tb927.1.10,Tb927_01_v5.1,6871,7203,+,333,1.0,,0.0,hypothetical protein
2,Tb927.1.30,Tb927_01_v5.1,11158,11865,+,708,1.3583589045513753,,0.4418647177309374,hypothetical protein
3,Tb927.1.40,Tb927_01_v5.1,12407,12733,-,327,2.1456663034347696,,1.101425723897991,hypothetical protein
4,Tb927.1.70,Tb927_01_v5.1,44937,46994,-,2058,2.077045703422338,,1.0545329616689942,retrotransposon hot spot protein 4 (RHS4)  putative
5,Tb927.1.110,Tb927_01_v5.1,59858,60184,+,327,0.9657169604512824,,-0.05032767972600194,hypothetical protein  conserved
6,Tb927.1.120,Tb927_01_v5.1,60266,62836,-,2571,1.029426924993235,,0.041841422304662146,retrotransposon hot spot protein 4 (RHS4)  putative
7,Tb927.1.180,Tb927_01_v5.1,69904,72405,-,2502,0.8752799207276447,,-0.192183620041547,retrotransposon hot spot protein 1 (RHS1)  putative
8,Tb927.1.220,Tb927_01_v5.1,85854,88355,-,2502,0.8870892784664496,,-0.17284878729545383,retrotransposon hot spot protein 1 (RHS1)  putative
9,Tb927.1.270,Tb927_01_v5.1,106654,107025,+,372,1.3533975165873982,,0.4365856463937279,hypothetical protein
10,Tb927.1.280,Tb927_01_v5.1,112381,112743,+,363,1.4544301710389016,,0.5404540325576979,Protein of unknown function (DUF1181)  putative
11,Tb927.1.290,Tb927_01_v5.1,113137,117318,+,4182,1.4593184969496367,,0.5452947864934616,leucine-rich repeat protein (LRRP)  putative
12,Tb927.1.305,Tb927_01_v5.1,129281,129517,+,237,1.2179831570506345,,0.2844941829917542,unspecified product
13,Tb927.1.345,Tb927_01_v5.1,132695,132913,-,219,1.1460662351925979,,0.19669042491728517,unspecified product
14,Tb927.1.370,Tb927_01_v5.1;Tb927_01_v5.1,140214;140214,144395;144560,-;-,4347,1.3890531924176837,,0.47410184695633717,leucine-rich repeat protein (LRRP)  putative
15,Tb927.1.380,Tb927_01_v5.1,144726,145151,-,426,1.5520902920069741,,0.6342124879642199,Protein of unknown function (DUF1181)  putative
16,Tb927.1.400,Tb927_01_v5.1,147842,148204,+,363,2.2016493925643488,,1.1385847414354973,hypothetical protein  conserved
17,Tb927.1.420,Tb927_01_v5.1,156384,158411,+,2028,1.1182577117520793,,0.16125270752035092,retrotransposon hot spot protein 5 (RHS5)  putative
18,Tb927.1.470,Tb927_01_v5.1,181089,181451,+,363,1.5507581950863718,,0.6329737489491505,Protein of unknown function (DUF1181)  putative
19,Tb927.1.480,Tb927_01_v5.1,181845,186029,+,4185,1.3616049627873041,,0.4453082004910849,leucine-rich repeat protein (LRRP)  putative
20,Tb927.1.490,Tb927_01_v5.1,189837,190085,+,249,1.277994605659969,,0.35388174676688244,hypothetical protein
21,Tb927.1.530,Tb927_01_v5.1;Tb927_01_v5.1,203196;203196,203510;204017,-;-,822,1.2216666568106147,,0.28885068599868635,hypothetical protein  conserved
22,Tb927.1.540,Tb927_01_v5.1,204418,207807,-,3390,1.0069858625762063,,0.010043428990804237,DNA-directed RNA polymerase III  putative
23,Tb927.1.560,Tb927_01_v5.1,208703,210031,-,1329,0.9287802482145309,,-0.10659080324583758,WD domain  G-beta repeat  putative
