,Geneid,Chr,Start,End,Strand,Length,counts,Family,log_2FC,desc
0,Tb927.1.05,Tb927_01_v5.1,381,1961,-,1581,1.2104294013442156,,0.2755189361721906,variant surface glycoprotein (VSG)  putative
1,Tb927.1.10,Tb927_01_v5.1,6871,7203,+,333,1.0,,0.0,hypothetical protein
2,Tb927.1.30,Tb927_01_v5.1,11158,11865,+,708,1.0238968580833183,,0.03407039324198524,hypothetical protein
3,Tb927.1.40,Tb927_01_v5.1,12407,12733,-,327,1.200577129552824,,0.26372809065616487,hypothetical protein
4,Tb927.1.70,Tb927_01_v5.1,44937,46994,-,2058,1.2871432026907395,,0.364172571288762,retrotransposon hot spot protein 4 (RHS4)  putative
5,Tb927.1.110,Tb927_01_v5.1,59858,60184,+,327,1.0982382210948343,,0.1351910262149234,hypothetical protein  conserved
6,Tb927.1.120,Tb927_01_v5.1,60266,62836,-,2571,1.063072094759162,,0.08823943997773753,retrotransposon hot spot protein 4 (RHS4)  putative
7,Tb927.1.180,Tb927_01_v5.1,69904,72405,-,2502,0.9980862267128437,,-0.002763636561978089,retrotransposon hot spot protein 1 (RHS1)  putative
8,Tb927.1.220,Tb927_01_v5.1,85854,88355,-,2502,1.0032511267156043,,0.0046827763582282245,retrotransposon hot spot protein 1 (RHS1)  putative
9,Tb927.1.270,Tb927_01_v5.1,106654,107025,+,372,0.9384579504248209,,-0.09163599135776224,hypothetical protein
10,Tb927.1.280,Tb927_01_v5.1,112381,112743,+,363,1.0261495758489398,,0.03724103952912072,Protein of unknown function (DUF1181)  putative
11,Tb927.1.290,Tb927_01_v5.1,113137,117318,+,4182,0.9824983336610649,,-0.025473134356786886,leucine-rich repeat protein (LRRP)  putative
12,Tb927.1.305,Tb927_01_v5.1,129281,129517,+,237,1.1205276860548454,,0.16417829547086038,unspecified product
13,Tb927.1.345,Tb927_01_v5.1,132695,132913,-,219,1.131288296628003,,0.17796663146224567,unspecified product
14,Tb927.1.370,Tb927_01_v5.1;Tb927_01_v5.1,140214;140214,144395;144560,-;-,4347,1.027943126952646,,0.039760446697997054,leucine-rich repeat protein (LRRP)  putative
